27.66,0.79,0.16,20560.5,1.86,568800.0,6.38,8.0,41195.93,450000.0,0.0,0.0,0.0,-19241.0,1.0,0.0,0.04,2520.0,4.0,0.0,1.0,3951.0,-812.0,0.0,0.0,135000.0,0.0,52.72,-1740.0,1.0,23.0,-1628.0,0.0,7.0,67500.0
12.82,0.29,0.43,17370.0,8.0,222768.0,12.24,12.0,56161.84,180000.0,0.0,0.0,0.0,-18064.0,1.0,0.0,0.07,4464.0,9.0,0.0,0.0,4813.2,-1623.0,0.0,0.0,99000.0,0.0,49.49,0.0,1.0,18.0,-470.0,0.0,9.0,49500.0
9.97,0.7,0.61,66516.75,16.94,663264.0,12.21,17.33,1509736.5,630000.0,0.0,179437.75,0.0,-20038.0,0.89,0.0,0.07,3375.0,113.0,0.0,0.0,11478.2,-3503.0,0.0,0.0,202500.0,6350.0,54.9,-856.0,1.0,82.0,-14.0,0.0,32.0,101250.0
26.45,0.51,0.61,49018.5,10.83,1296540.0,5.11,11.33,492310.66,1237500.0,0.0,70348.22,0.0,-13976.0,0.87,0.0,0.37,3750.0,74.0,0.0,1.0,8091.58,-4208.0,0.0,0.0,315000.0,613.64,38.29,-1805.0,0.0,1409.6,-29.0,0.0,29.0,78750.0
19.51,0.43,0.52,32067.0,6.33,625500.0,6.0,24.0,133204.05,625500.0,0.0,0.0,0.0,-13040.0,1.0,0.0,0.07,8095.5,12.0,0.0,0.0,17782.16,-4262.0,0.0,0.0,180000.0,0.0,35.73,-821.0,1.0,13.0,-466.0,0.0,12.0,60000.0
27.74,0.63,0.39,34600.5,14.86,959688.0,18.72,21.11,3977938.2,810000.0,0.0,47934.25,0.0,-18604.0,0.99,0.0,0.22,2449.12,120.0,0.0,1.0,23669.88,-2027.0,0.0,0.0,270000.0,3160.71,50.97,-1705.0,1.0,264.67,-17.0,0.0,59.0,135000.0
22.57,0.57,0.65,22117.5,6.9,499221.0,7.07,8.33,98454.24,373500.0,0.0,0.0,0.0,-16685.0,1.0,0.0,0.07,4380.86,4.0,0.0,0.0,7678.24,-241.0,0.0,0.0,180000.0,0.0,45.71,-1182.0,0.0,486.5,-73.0,0.0,10.0,45000.0
12.66,0.61,0.31,14220.0,3.0,180000.0,3.8,5.0,90726.75,180000.0,0.0,0.0,0.0,-9516.0,1.0,0.0,0.07,35154.0,5.0,0.0,0.0,18150.71,-2055.0,0.0,0.0,166500.0,0.0,26.07,-1182.0,0.0,77.5,-1043.0,0.0,5.0,166500.0
12.6,0.81,0.52,28957.5,13.82,364896.0,2.78,21.5,462152.0,315000.0,0.0,0.0,0.0,-12744.0,1.0,0.0,0.07,0.0,12.0,1.0,1.0,9932.81,-3171.0,0.0,0.0,315000.0,0.0,34.92,-829.0,1.0,8.11,-21.0,0.0,45.0,157500.0
8.43,0.44,0.19,5337.0,6.8,45000.0,7.19,23.7,654381.94,45000.0,0.0,0.0,0.0,-10395.0,1.0,0.0,0.07,11524.5,117.0,13.0,1.0,10176.74,-3041.0,0.0,0.0,162000.0,765.52,28.48,-1423.0,2.0,15.74,-28.0,0.0,45.0,54000.0
26.53,0.66,0.3,25447.5,5.5,675000.0,9.93,10.0,124885.07,675000.0,0.0,0.0,0.0,-23670.0,1.0,0.0,0.01,6248.25,10.0,0.0,1.0,6247.62,-4136.0,0.0,0.0,67500.0,0.0,64.85,-1671.0,0.0,220.0,-1377.0,0.0,20.0,33750.0
15.53,0.39,0.44,16848.0,15.55,261621.0,9.74,21.0,1241125.6,216000.0,0.0,-360000.06,0.0,-15524.0,1.41,0.0,0.07,0.0,24.0,3.0,1.0,16821.14,-3985.0,0.0,0.0,135000.0,0.0,42.53,-1097.0,0.0,1336.67,-31.0,0.0,55.0,135000.0
12.59,0.47,0.42,23539.5,4.0,296280.0,2.55,3.0,42226.29,225000.0,0.0,0.0,0.0,-12278.0,1.0,0.0,0.07,0.0,5.0,2.0,1.0,8601.98,-4586.0,0.0,0.0,247500.0,0.0,33.64,-619.0,0.0,106.0,-477.0,0.0,5.0,123750.0
19.42,0.27,0.38,18535.5,5.26,360000.0,9.8,8.8,309078.38,360000.0,0.0,8516.5,0.0,-19687.0,0.97,0.0,0.07,0.0,12.0,0.0,1.0,5062.75,-3183.0,0.0,0.0,90000.0,0.0,53.94,-1414.0,3.0,266.33,-244.0,0.0,54.0,45000.0
20.0,0.49,0.58,7875.0,8.48,157500.0,5.01,9.0,409011.0,157500.0,0.0,18281.88,0.0,-12091.0,0.96,0.0,0.07,14229.0,13.0,0.0,0.0,17582.01,-4221.0,0.0,0.0,180000.0,0.0,33.13,-765.0,0.0,2759.4,-10.0,0.0,21.0,90000.0
13.66,0.68,0.26,21690.0,7.5,296280.0,2.76,6.0,215342.4,225000.0,0.0,-4407.42,0.0,-13563.0,1.02,0.0,0.05,0.0,27.0,0.0,0.0,4689.74,-4044.0,0.0,0.0,180000.0,0.0,37.16,-317.0,0.0,100.0,-4.0,0.0,10.0,90000.0
15.65,0.64,0.31,26041.5,4.0,407520.0,12.98,15.5,584860.44,360000.0,0.0,0.0,0.0,-19375.0,1.0,0.0,0.07,1020.6,81.0,4.0,1.0,17240.58,-2895.0,0.0,0.0,202500.0,4476.49,53.08,-2154.0,2.0,49.56,-356.0,0.0,7.0,202500.0
22.57,0.65,0.65,22117.5,3.67,499221.0,9.93,12.0,92609.73,373500.0,0.0,0.0,0.0,-22705.0,1.0,0.0,0.07,1125.0,2.0,0.0,0.0,4635.54,-5990.0,0.0,0.0,90000.0,0.0,62.21,-1132.0,2.0,1714.5,-698.0,0.0,3.0,45000.0
18.33,0.38,0.35,23526.0,7.62,431280.0,5.16,25.6,755537.7,360000.0,0.0,32000.38,0.0,-10962.0,0.96,0.0,0.08,1050.0,12.0,3.0,1.0,20675.63,-1721.0,0.0,0.0,225000.0,0.0,30.03,-1616.0,5.0,23.85,-357.0,0.0,24.0,75000.0
10.24,0.74,0.52,46741.5,3.5,478498.5,0.84,6.0,24199.15,454500.0,0.0,0.0,0.0,-17955.0,1.0,0.0,0.07,2016.0,6.0,0.0,1.0,4033.26,-1516.0,0.0,0.0,175500.0,0.0,49.19,-814.0,0.0,13.0,-634.0,0.0,6.0,87750.0
